sentence,entity1,entity1_label,entity2,entity2_label,relation
"The ceremony of tasasoria ( launching and regatta ) ought by rights to have been held on the beach of Kasana’i , but as Kasana’i sister village , Omarakana , is so much more important , Kasana’i took place on Kaulukuba , the sea - shore of the latter .",tasasoria,EVENT,Kasana’i,ORG,
"The ceremony of tasasoria ( launching and regatta ) ought by rights to have been held on the beach of Kasana’i , but as Kasana’i sister village , Omarakana , is so much more important , Kasana’i took place on Kaulukuba , the sea - shore of the latter .",tasasoria,EVENT,Omarakana,PERSON,
"The ceremony of tasasoria ( launching and regatta ) ought by rights to have been held on the beach of Kasana’i , but as Kasana’i sister village , Omarakana , is so much more important , Kasana’i took place on Kaulukuba , the sea - shore of the latter .",tasasoria,EVENT,Kasana’i,ORG,
"The ceremony of tasasoria ( launching and regatta ) ought by rights to have been held on the beach of Kasana’i , but as Kasana’i sister village , Omarakana , is so much more important , Kasana’i took place on Kaulukuba , the sea - shore of the latter .",tasasoria,EVENT,Kaulukuba,GPE,
"The ceremony of tasasoria ( launching and regatta ) ought by rights to have been held on the beach of Kasana’i , but as Kasana’i sister village , Omarakana , is so much more important , Kasana’i took place on Kaulukuba , the sea - shore of the latter .",Kasana’i,ORG,Kasana’i,ORG,
"The ceremony of tasasoria ( launching and regatta ) ought by rights to have been held on the beach of Kasana’i , but as Kasana’i sister village , Omarakana , is so much more important , Kasana’i took place on Kaulukuba , the sea - shore of the latter .",Kasana’i,ORG,Omarakana,PERSON,
"The ceremony of tasasoria ( launching and regatta ) ought by rights to have been held on the beach of Kasana’i , but as Kasana’i sister village , Omarakana , is so much more important , Kasana’i took place on Kaulukuba , the sea - shore of the latter .",Kasana’i,ORG,Kasana’i,ORG,
"The ceremony of tasasoria ( launching and regatta ) ought by rights to have been held on the beach of Kasana’i , but as Kasana’i sister village , Omarakana , is so much more important , Kasana’i took place on Kaulukuba , the sea - shore of the latter .",Kasana’i,ORG,Kaulukuba,GPE,
"The ceremony of tasasoria ( launching and regatta ) ought by rights to have been held on the beach of Kasana’i , but as Kasana’i sister village , Omarakana , is so much more important , Kasana’i took place on Kaulukuba , the sea - shore of the latter .",Kasana’i,ORG,Omarakana,PERSON,
"The ceremony of tasasoria ( launching and regatta ) ought by rights to have been held on the beach of Kasana’i , but as Kasana’i sister village , Omarakana , is so much more important , Kasana’i took place on Kaulukuba , the sea - shore of the latter .",Kasana’i,ORG,Kasana’i,ORG,
"The ceremony of tasasoria ( launching and regatta ) ought by rights to have been held on the beach of Kasana’i , but as Kasana’i sister village , Omarakana , is so much more important , Kasana’i took place on Kaulukuba , the sea - shore of the latter .",Kasana’i,ORG,Kaulukuba,GPE,
"The ceremony of tasasoria ( launching and regatta ) ought by rights to have been held on the beach of Kasana’i , but as Kasana’i sister village , Omarakana , is so much more important , Kasana’i took place on Kaulukuba , the sea - shore of the latter .",Omarakana,PERSON,Kasana’i,ORG,
"The ceremony of tasasoria ( launching and regatta ) ought by rights to have been held on the beach of Kasana’i , but as Kasana’i sister village , Omarakana , is so much more important , Kasana’i took place on Kaulukuba , the sea - shore of the latter .",Omarakana,PERSON,Kaulukuba,GPE,
"The ceremony of tasasoria ( launching and regatta ) ought by rights to have been held on the beach of Kasana’i , but as Kasana’i sister village , Omarakana , is so much more important , Kasana’i took place on Kaulukuba , the sea - shore of the latter .",Kasana’i,ORG,Kaulukuba,GPE,
"The food was not to be eaten , but to be offered to the chief for Omarakana sagali ( ceremonial distribution ) .",chief,PERSON,Omarakana,ORG,
"The food was not to be eaten , but to be offered to the chief for Omarakana sagali ( ceremonial distribution ) .",chief,PERSON,sagali,EVENT,
"The food was not to be eaten , but to be offered to the chief for Omarakana sagali ( ceremonial distribution ) .",Omarakana,ORG,sagali,EVENT,
"Only in Omarakana , the Omarakana had to cook for a big festive repast to be eaten on return from the tasasoria .",Omarakana,GPE,Omarakana,PERSON,
"Only in Omarakana , the Omarakana had to cook for a big festive repast to be eaten on return from the tasasoria .",Omarakana,GPE,tasasoria,EVENT,
"Only in Omarakana , the Omarakana had to cook for a big festive repast to be eaten on return from the tasasoria .",Omarakana,PERSON,tasasoria,EVENT,
In the Trobriands repast is always a sign that a festive event is pending when all the Omarakana go in the evening to the bush to collect plenty of firewood .,the Trobriands,LOCATION,Omarakana,PERSON,
In the Trobriands repast is always a sign that a festive event is pending when all the Omarakana go in the evening to the bush to collect plenty of firewood .,the Trobriands,LOCATION,bush,PERSON,
In the Trobriands repast is always a sign that a festive event is pending when all the Omarakana go in the evening to the bush to collect plenty of firewood .,Omarakana,PERSON,bush,PERSON,
"Next morning , this will be used for the kumkumuli , the baking of food in the ground , which is one of the forms of cooking used on festive occasions .",Next morning,TIME,,,
"On the evening of the tasasoria ceremony , people in Omarakana and Kasana’i were also busy with the numerous other preparations , running to the shore and back , filling baskets with yams for the sagali , getting ready baskets festive dress and decorations for the morrow .",the evening,TIME,tasasoria,EVENT,
"On the evening of the tasasoria ceremony , people in Omarakana and Kasana’i were also busy with the numerous other preparations , running to the shore and back , filling baskets with yams for the sagali , getting ready baskets festive dress and decorations for the morrow .",the evening,TIME,Omarakana,GPE,
"On the evening of the tasasoria ceremony , people in Omarakana and Kasana’i were also busy with the numerous other preparations , running to the shore and back , filling baskets with yams for the sagali , getting ready baskets festive dress and decorations for the morrow .",the evening,TIME,Kasana’i,ORG,
"On the evening of the tasasoria ceremony , people in Omarakana and Kasana’i were also busy with the numerous other preparations , running to the shore and back , filling baskets with yams for the sagali , getting ready baskets festive dress and decorations for the morrow .",the evening,TIME,sagali,EVENT,
"On the evening of the tasasoria ceremony , people in Omarakana and Kasana’i were also busy with the numerous other preparations , running to the shore and back , filling baskets with yams for the sagali , getting ready baskets festive dress and decorations for the morrow .",the evening,TIME,morrow,DATE,
"On the evening of the tasasoria ceremony , people in Omarakana and Kasana’i were also busy with the numerous other preparations , running to the shore and back , filling baskets with yams for the sagali , getting ready baskets festive dress and decorations for the morrow .",tasasoria,EVENT,Omarakana,GPE,
"On the evening of the tasasoria ceremony , people in Omarakana and Kasana’i were also busy with the numerous other preparations , running to the shore and back , filling baskets with yams for the sagali , getting ready baskets festive dress and decorations for the morrow .",tasasoria,EVENT,Kasana’i,ORG,
"On the evening of the tasasoria ceremony , people in Omarakana and Kasana’i were also busy with the numerous other preparations , running to the shore and back , filling baskets with yams for the sagali , getting ready baskets festive dress and decorations for the morrow .",tasasoria,EVENT,sagali,EVENT,
"On the evening of the tasasoria ceremony , people in Omarakana and Kasana’i were also busy with the numerous other preparations , running to the shore and back , filling baskets with yams for the sagali , getting ready baskets festive dress and decorations for the morrow .",tasasoria,EVENT,morrow,DATE,
"On the evening of the tasasoria ceremony , people in Omarakana and Kasana’i were also busy with the numerous other preparations , running to the shore and back , filling baskets with yams for the sagali , getting ready baskets festive dress and decorations for the morrow .",Omarakana,GPE,Kasana’i,ORG,
"On the evening of the tasasoria ceremony , people in Omarakana and Kasana’i were also busy with the numerous other preparations , running to the shore and back , filling baskets with yams for the sagali , getting ready baskets festive dress and decorations for the morrow .",Omarakana,GPE,sagali,EVENT,
"On the evening of the tasasoria ceremony , people in Omarakana and Kasana’i were also busy with the numerous other preparations , running to the shore and back , filling baskets with yams for the sagali , getting ready baskets festive dress and decorations for the morrow .",Omarakana,GPE,morrow,DATE,
"On the evening of the tasasoria ceremony , people in Omarakana and Kasana’i were also busy with the numerous other preparations , running to the shore and back , filling baskets with yams for the sagali , getting ready baskets festive dress and decorations for the morrow .",Kasana’i,ORG,sagali,EVENT,
"On the evening of the tasasoria ceremony , people in Omarakana and Kasana’i were also busy with the numerous other preparations , running to the shore and back , filling baskets with yams for the sagali , getting ready baskets festive dress and decorations for the morrow .",Kasana’i,ORG,morrow,DATE,
"On the evening of the tasasoria ceremony , people in Omarakana and Kasana’i were also busy with the numerous other preparations , running to the shore and back , filling baskets with yams for the sagali , getting ready baskets festive dress and decorations for the morrow .",sagali,EVENT,morrow,DATE,
"Festive dress means , for a woman , a new grass skirt , resplendent in fresh red , white and purple , and for the Omarakana a newly bleached , snow - white pubic leaf , made of the stalk of areca palm leaf .",Omarakana,PERSON,,,
"Early in the morning of the appointed day , the food was packed into baskets of plaited leaf , the personal apparel on top of apparel , all covered as usual with folded mats and conveyed to the beach .",Early in the morning,TIME,,,
"The Omarakana carried on men heads the large baskets , shaped like big inverted bells , the men shouldered a stick with two bag - shaped baskets at each end .",Omarakana,PERSON,,,
"From one of the villages , one of the large , prismatic receptacles for food made of sticks was carried by several men right over the raybwag ( coral ridge ) to be offered to the chief of Omarakana as a share in the sagali .",chief,PERSON,Omarakana,PERSON,
"From one of the villages , one of the large , prismatic receptacles for food made of sticks was carried by several men right over the raybwag ( coral ridge ) to be offered to the chief of Omarakana as a share in the sagali .",chief,PERSON,sagali,EVENT,
"From one of the villages , one of the large , prismatic receptacles for food made of sticks was carried by several men right over the raybwag ( coral ridge ) to be offered to the chief of Omarakana as a share in the sagali .",Omarakana,PERSON,sagali,EVENT,
I left the village with a party of notables at about eight o’clock in the morning .,about eight o’clock in the morning,TIME,,,
"After leaving the grove of fruit and palm trees which grows especially densely around the village of Omarakana , we entered between the two walls of green , the usual monotonous Trobriand road , which passes through the low scrub .",Omarakana,GPE,Trobriand,ORG,
"Soon we found ourselves among the crowd assembled on the beach , near to the big boat - shed of Omarakana .",Omarakana,GPE,,,
"By about nine o’clock , everybody was ready on the beach .",about nine o’clock,TIME,,,
"o’clock was fully exposed to the Eastern sun , but this was not yet sufficiently high to drop this light right from above , and thus to produce that deadly effect of tropical mid - day , where the shadows instead of modelling out the details , blur every vertical surface and make everything dull and formless .",Eastern,ORG,mid - day,DATE,
"The beach appeared bright and gaudy , and the lively brown bodies looked well against the background of green foliage and white sand .",gaudy,PERSON,,,
"There were decorated lime pots , and such objects of personal adornment as belts of red shell discs or of small cowrie shells , nose sticks ( very rarely used nowadays ) , and other articles so well known to everybody from ethnological collections in museums , and usually called “ ceremonial , ” though , as said above ( Chapter III , Div .",Div,PERSON,,,
"Those who have come from a distance , and who would spoil harmony decorations by the long march , wash with water and anoint Those with coco - nut grease immediately before arriving at the scene of festivities .",the long march,DATE,,,
"On this occasion , after the preliminaries ( distribution of food , arrival of other canoes ) were over , and when the races were just going to be started , the aristocracy of Omarakana — the wives and children of To’uluwa , arrival relatives and To’uluwa — withdrew behind the shelters , near the boat shed , and proceeded to put on the red , white and black of full facial paint .",Omarakana,PERSON,To’uluwa,ORG,
"On this occasion , after the preliminaries ( distribution of food , arrival of other canoes ) were over , and when the races were just going to be started , the aristocracy of Omarakana — the wives and children of To’uluwa , arrival relatives and To’uluwa — withdrew behind the shelters , near the boat shed , and proceeded to put on the red , white and black of full facial paint .",Omarakana,PERSON,To’uluwa,ORG,
"On this occasion , after the preliminaries ( distribution of food , arrival of other canoes ) were over , and when the races were just going to be started , the aristocracy of Omarakana — the wives and children of To’uluwa , arrival relatives and To’uluwa — withdrew behind the shelters , near the boat shed , and proceeded to put on the red , white and black of full facial paint .",To’uluwa,ORG,To’uluwa,ORG,
"Omarakana crushed young betel - nut , mixed nut with lime , and put nut on with the pestles of betel mortars ; then some of the aromatic black resin ( sayaku ) and white lime were applied .",Omarakana,PERSON,,,
"As the habit of mirrors is not quite well established yet in the Trobriands , the painting was done by one person on the face of another , and great care and patience were displayed on both sides .",the Trobriands,LOCATION,,,
The numerous crowd spent the day without taking much refreshment — a feature strongly differentiating Kiriwinian festivities from our ideal of an entertainment or picnic .,the day,DATE,Kiriwinian,NORP,
"The local natives kept to natives own boat houses , those of Omarakana and Kurokaiwa having natives natural centres on the beach of Kaulukuba .",Omarakana,PERSON,Kurokaiwa,PERSON,
"The local natives kept to natives own boat houses , those of Omarakana and Kurokaiwa having natives natural centres on the beach of Kaulukuba .",Omarakana,PERSON,Kaulukuba,GPE,
"The local natives kept to natives own boat houses , those of Omarakana and Kurokaiwa having natives natural centres on the beach of Kaulukuba .",Kurokaiwa,PERSON,Kaulukuba,GPE,
"The other visitors similarly kept together in visitors position on the beach , according to visitors local distribution ; thus , men from the Northern villages would keep to the Northern section of the beach , those from the South would stick to that point of the compass , so that villages which were neighbours in reality would also be side by side on the shore .",Northern,NORP,South,LOC,
"To’uluwa sat practically still during the whole performance , on the platform erected for this purpose , except when Kurokaiwa went over to Kurokaiwa boat , to trim boat for the race .",To’uluwa,ORG,Kurokaiwa,PERSON,
"To’uluwa sat practically still during the whole performance , on the platform erected for this purpose , except when Kurokaiwa went over to Kurokaiwa boat , to trim boat for the race .",To’uluwa,ORG,Kurokaiwa,PERSON,
"To’uluwa sat practically still during the whole performance , on the platform erected for this purpose , except when Kurokaiwa went over to Kurokaiwa boat , to trim boat for the race .",Kurokaiwa,PERSON,Kurokaiwa,PERSON,
"The boat shed of Omarakana , round which the chief , chief family and the other villagers were grouped , was the centre of all the proceedings .",Omarakana,PERSON,chief,PERSON,
"The boat shed of Omarakana , round which the chief , chief family and the other villagers were grouped , was the centre of all the proceedings .",Omarakana,PERSON,chief,PERSON,
"The boat shed of Omarakana , round which the chief , chief family and the other villagers were grouped , was the centre of all the proceedings .",chief,PERSON,chief,PERSON,
"Under one of the palms , a fairly high platform was put up to accommodate To’uluwa .",To’uluwa,ORG,,,
"receptacles had been erected by the inhabitants of Omarakana and Kasana’i , on the previous day , and partially filled with yams .",Omarakana,GPE,Kasana’i,ORG,
"receptacles had been erected by the inhabitants of Omarakana and Kasana’i , on the previous day , and partially filled with yams .",Omarakana,GPE,the previous day,DATE,
"receptacles had been erected by the inhabitants of Omarakana and Kasana’i , on the previous day , and partially filled with yams .",Kasana’i,ORG,the previous day,DATE,
"The rest had to be supplied by people from the other villages , on the day of the boat races .",the day,DATE,,,
"As the natives came to the beach on that day , village after village , natives brought natives contribution , and before settling down on natives particular spot on the shore , natives paid a visit to the chief and offered chief natives tributes .",that day,DATE,chief,PERSON,
"As the natives came to the beach on that day , village after village , natives brought natives contribution , and before settling down on natives particular spot on the shore , natives paid a visit to the chief and offered chief natives tributes .",that day,DATE,chief,PERSON,
"As the natives came to the beach on that day , village after village , natives brought natives contribution , and before settling down on natives particular spot on the shore , natives paid a visit to the chief and offered chief natives tributes .",chief,PERSON,chief,PERSON,
"One of the villages brought one complete pwata’i , filled with yams , and offered the whole to the chief .",chief,PERSON,,,
"In the meantime , the eight canoes arrived , including that of Kasana’i , which had been ceremonially launched that morning with the accompanying magical rite , on Kasana’i own beach about half a mile away .",Kasana’i,ORG,that morning,TIME,
"In the meantime , the eight canoes arrived , including that of Kasana’i , which had been ceremonially launched that morning with the accompanying magical rite , on Kasana’i own beach about half a mile away .",Kasana’i,ORG,Kasana’i,ORG,
"In the meantime , the eight canoes arrived , including that of Kasana’i , which had been ceremonially launched that morning with the accompanying magical rite , on Kasana’i own beach about half a mile away .",that morning,TIME,Kasana’i,ORG,
"The canoe of Omarakana had also been launched on this morning ( Plate XXX ) , and the same rite performed over morning .",Omarakana,PERSON,this morning,TIME,
"The canoe of Omarakana had also been launched on this morning ( Plate XXX ) , and the same rite performed over morning .",Omarakana,PERSON,over morning,TIME,
"The canoe of Omarakana had also been launched on this morning ( Plate XXX ) , and the same rite performed over morning .",this morning,TIME,over morning,TIME,
"morning ought to have been done by To’uluwa , the chief .",morning,TIME,To’uluwa,ORG,
"morning ought to have been done by To’uluwa , the chief .",morning,TIME,chief,PERSON,
"morning ought to have been done by To’uluwa , the chief .",To’uluwa,ORG,chief,PERSON,
"As chief , however , is quite incapable of remembering magical spells — in fact , chief never does any of the magic which chief rank and office impose on chief — the rite was performed on this occasion by one of chief kinsmen .",chief,PERSON,chief,PERSON,
"As chief , however , is quite incapable of remembering magical spells — in fact , chief never does any of the magic which chief rank and office impose on chief — the rite was performed on this occasion by one of chief kinsmen .",chief,PERSON,chief,PERSON,
"As chief , however , is quite incapable of remembering magical spells — in fact , chief never does any of the magic which chief rank and office impose on chief — the rite was performed on this occasion by one of chief kinsmen .",chief,PERSON,chief,PERSON,
"As chief , however , is quite incapable of remembering magical spells — in fact , chief never does any of the magic which chief rank and office impose on chief — the rite was performed on this occasion by one of chief kinsmen .",chief,PERSON,chief,PERSON,
"As chief , however , is quite incapable of remembering magical spells — in fact , chief never does any of the magic which chief rank and office impose on chief — the rite was performed on this occasion by one of chief kinsmen .",chief,PERSON,chief,PERSON,
"As chief , however , is quite incapable of remembering magical spells — in fact , chief never does any of the magic which chief rank and office impose on chief — the rite was performed on this occasion by one of chief kinsmen .",chief,PERSON,chief,PERSON,
"As chief , however , is quite incapable of remembering magical spells — in fact , chief never does any of the magic which chief rank and office impose on chief — the rite was performed on this occasion by one of chief kinsmen .",chief,PERSON,chief,PERSON,
"As chief , however , is quite incapable of remembering magical spells — in fact , chief never does any of the magic which chief rank and office impose on chief — the rite was performed on this occasion by one of chief kinsmen .",chief,PERSON,chief,PERSON,
"As chief , however , is quite incapable of remembering magical spells — in fact , chief never does any of the magic which chief rank and office impose on chief — the rite was performed on this occasion by one of chief kinsmen .",chief,PERSON,chief,PERSON,
"As chief , however , is quite incapable of remembering magical spells — in fact , chief never does any of the magic which chief rank and office impose on chief — the rite was performed on this occasion by one of chief kinsmen .",chief,PERSON,chief,PERSON,
"If you inquire directly , everyone will tell you that this rite , as all others of the mwasila ( Kula magic ) has to be done by the toliwaga .",mwasila,OBJECT,Kula,EVENT,
"If you inquire directly , everyone will tell you that this rite , as all others of the mwasila ( Kula magic ) has to be done by the toliwaga .",mwasila,OBJECT,toliwaga,PERSON,
"If you inquire directly , everyone will tell you that this rite , as all others of the mwasila ( Kula magic ) has to be done by the toliwaga .",Kula,EVENT,toliwaga,PERSON,
"But every time when toliwaga ought to perform mwasila , To’uluwa will find some excuse , and delegate mwasila to another .",toliwaga,PERSON,mwasila,OBJECT,
"But every time when toliwaga ought to perform mwasila , To’uluwa will find some excuse , and delegate mwasila to another .",toliwaga,PERSON,To’uluwa,ORG,
"But every time when toliwaga ought to perform mwasila , To’uluwa will find some excuse , and delegate mwasila to another .",toliwaga,PERSON,mwasila,OBJECT,
"But every time when toliwaga ought to perform mwasila , To’uluwa will find some excuse , and delegate mwasila to another .",mwasila,OBJECT,To’uluwa,ORG,
"But every time when toliwaga ought to perform mwasila , To’uluwa will find some excuse , and delegate mwasila to another .",mwasila,OBJECT,mwasila,OBJECT,
"But every time when toliwaga ought to perform mwasila , To’uluwa will find some excuse , and delegate mwasila to another .",To’uluwa,ORG,mwasila,OBJECT,
"When all the canoes were present , as well as all the important villages , at about eleven o’clock a.m. , there took place the sagali ( ceremonial distribution ) .",about eleven o’clock a.m.,TIME,sagali,EVENT,
"So we see that food contributed by all the villages before the sagali was simply redistributed among races , a considerable quantity having been added first by the chief ; and this indeed is the usual procedure at a sagali .",sagali,EVENT,chief,PERSON,
"So we see that food contributed by all the villages before the sagali was simply redistributed among races , a considerable quantity having been added first by the chief ; and this indeed is the usual procedure at a sagali .",sagali,EVENT,sagali,EVENT,
"So we see that food contributed by all the villages before the sagali was simply redistributed among races , a considerable quantity having been added first by the chief ; and this indeed is the usual procedure at a sagali .",chief,PERSON,sagali,EVENT,
"In this case , of course , the lion ’s share was taken by the Kitavans who helped at the building .",Kitavans,NORP,,,
"After the sagali was over , the canoes were all brought up to one spot , and the natives began to prepare canoes for the race .",sagali,EVENT,,,
"The masts were stepped , the fastenings trimmed , the sails made ready ( see Plate XXXI ) .",Plate XXXI,FAC,,,
"As said before , such a run is not a race properly speaking , in which the canoes would start scrupulously at the same minute , have the same distance to cover , and which would clearly show which is the fastest .",the same minute,TIME,,,
"As to the time table of the events , the sagali was over before mid - day .",sagali,EVENT,mid - day,DATE,
"There was a pause ; and then , at about one p.m. , the natives began rigging the canoes .",about one p.m.,TIME,,,
"Then all hands had a spell , and not before three p.m. were the races started .",three p.m.,TIME,,,
"The whole affair was over by about four o’clock , and half an hour later , the boats from the other villages started to sail home , the people on the shore dispersed , so that by sunset , that is , about six o’clock , the beach was almost deserted .",about six o’clock,TIME,,,
"Such was the tasasoria ceremony which I saw in February , 1916 .",tasasoria,EVENT,"February , 1916",DATE,
"But otherwise there was only a swarm of naked brown bodies , shining with coco - nut oil , adorned in new festive dress , with here and there the three - coloured grass skirt of a woman ( see Plates XXX and XXXI ) .",XXXI,ORG,,,
"As mentioned above , in the olden days there would have been some twenty canoes in Kiriwina , as against eight at the present time .",the olden days,DATE,Kiriwina,LOCATION,
"Again , the far stronger influence of the chief , and the much greater relative importance of the event would have attracted a larger proportion out of the then more numerous population .",chief,PERSON,,,
"Nowadays , other interests , such as diving for pearls , working on white man ’s plantations , divert the native attention , while many events connected with Missions , Government and trading , eclipse the importance of old customs .","Missions , Government",ORG,,,
"The chief whom I saw sitting on a platform surrounded by a few wives only , and with small attendance would , under the old conditions , have been the owner of thrice as many wives and consequently relatives - in - law , and as it is these from whom owner derives most of owner income , owner would have provided a much bigger sagali than owner is able to do nowadays .",chief,PERSON,sagali,EVENT,
The very distance to the neighbouring island of Kitava is nowadays dwarfed .,Kitava,LOCATION,,,
"In the past , Kitava would not , as now , be quickly obliterated by a white man ’s steam - launch .",Kitava,LOCATION,,,
"A rich haul of arm - shells , the arrival of many much - coveted utilities , the bringing back of news from the far - off land , all this meant much more in older days than this can mean at present .",older days,DATE,,,
"War , dancing , and the Kula supplied tribal life with Kula romantic and heroic elements .",Kula,EVENT,Kula,EVENT,
"Nowadays , with war prohibited by the Government , with dancing discredited by missionary influence , the Kula alone remains , and even that is stripped of some of that glamour .",Kula,EVENT,,,
"[ Contents ] II Before we proceed to the next stage , we must pause in following the events of a Kula expedition , and consider one or two points of more general importance .",Contents ] II,PRODUCT,Kula,EVENT,
"At the outset of the preceding chapter it was mentioned that canoe - building requires a definite organisation of work , and in fact we saw that in the course of construction , various kinds of labour were employed , and more especially towards the end , much use was made of communal labour .",canoe - building,FAC,,,
"Organisation of Labour.—First of all , it is important to realise that a Kiriwinian is capable of working well , efficiently and in a continuous manner .",Kiriwinian,NORP,,,
"Again , the view , almost universally accepted by specialists , is that the lowest savages are in the pre - economic stage of individualistic search for food , whereas the more developed ones , such as the Trobrianders , for instance , live at the stage of isolated household economy .",Trobrianders,WORK_OF_ART,,,
"Of course , a canoe , even a masawa , could obviously be made by the members of a household , though with less efficiency and in a longer time .",canoe,ORG,masawa,OBJECT,
"As a matter of fact , we have seen in canoe - building a number of men engaged in performing each a definite and difficult task , though united to one purpose .",canoe - building,LOC,,,
"The tasks were differentiated in tasks sociological setting ; some of the workers were actually to own the canoe ; others belonged to a different community , and did some only as an act of service to the chief .",chief,PERSON,,,
"And all these different tasks were directed towards one aim : the providing the chief or headman with the title of ownership of a canoe , and headman whole community with aim use .",chief,PERSON,,,
"There must be a chief , regarded as representative of a group ; chief must have certain formal rights and privileges , and a certain amount of authority , and also chief must dispose of part of the wealth of the community .",chief,PERSON,chief,PERSON,
"There must be a chief , regarded as representative of a group ; chief must have certain formal rights and privileges , and a certain amount of authority , and also chief must dispose of part of the wealth of the community .",chief,PERSON,chief,PERSON,
"There must be a chief , regarded as representative of a group ; chief must have certain formal rights and privileges , and a certain amount of authority , and also chief must dispose of part of the wealth of the community .",chief,PERSON,chief,PERSON,
"The chief ’s authority , chief privileges , the customary give and take which exist between chief and the community , all that is merely , so to speak , the mechanism through which the force of tradition acts .",chief,PERSON,chief,PERSON,
"The chief ’s authority , chief privileges , the customary give and take which exist between chief and the community , all that is merely , so to speak , the mechanism through which the force of tradition acts .",chief,PERSON,chief,PERSON,
"The chief ’s authority , chief privileges , the customary give and take which exist between chief and the community , all that is merely , so to speak , the mechanism through which the force of tradition acts .",chief,PERSON,chief,PERSON,
The expression “ might is right ” would certainly not apply to Trobriand society .,Trobriand,ORG,,,
"“ Tradition is right , and what is right has might”—this rather is the rule governing the social forces in Boyowa , and I dare say in almost all native communities at this stage of culture .",Boyowa,GPE,,,
"Thus , the whole enterprise of canoe - building is , in Kiriwina , the result of organised labour .",Kiriwina,LOCATION,,,
"But the work of some twenty to thirty men , who side by side do the lashing or caulking of the canoe , is communal labour .",canoe,ORG,,,
"For one or two men , form would require about a month to do the work which twenty to thirty men can do in a day .",about a month,DATE,a day,DATE,
"True , the canoe could be scooped out in the raybwag , and then a few men might be able to pull canoe along , applying some skill .",canoe,ORG,,,
But canoe would entail great hardships .,canoe,ORG,,,
"Sociologically , it is important , because labour implies mutual help , exchange of services , and solidarity in work within a wide range .",solidarity,ORG,,,
Communal labour is an important factor in the tribal economy of the Trobriand natives .,Trobriand,ORG,,,
"When on the other hand , canoes fish in one band , each canoe having an appointed task , as is sometimes done , then we have to do with organised labour .",canoe,FAC,,,
"In the case of a chief , there is an assistance on a grand scale , and whole villages will turn out .",chief,PERSON,,,
"When a chief or headman summons the members of a village community , and members agree to do members gardens communally , it is called tamgogula .",chief,PERSON,,,
"When this is decided upon , and the time grows near for cutting the scrub for new gardens , a festive eating is held on the central place , and there all men go , and takayva ( cut down ) the scrub on the chief ’s plot .",chief,PERSON,,,
"Gardens are generally worked in this fashion , in years when big ceremonial dancing or some other tribal festivity is held .",years,DATE,,,
"The two forms do not differ very much except by name , and also by the fact that , in the latter form , more than one chief or headman has to direct the process .",chief,PERSON,,,
"The lubalabisa would only be held when there are several small villages , clustered together , as is the case in the village compounds of Sinaketa , Kavataria , Kabwaku or Yalaka .",Sinaketa,GPE,Kavataria,LANGUAGE,
"The lubalabisa would only be held when there are several small villages , clustered together , as is the case in the village compounds of Sinaketa , Kavataria , Kabwaku or Yalaka .",Sinaketa,GPE,Kabwaku,GPE,
"The lubalabisa would only be held when there are several small villages , clustered together , as is the case in the village compounds of Sinaketa , Kavataria , Kabwaku or Yalaka .",Sinaketa,GPE,Yalaka,GPE,
"The lubalabisa would only be held when there are several small villages , clustered together , as is the case in the village compounds of Sinaketa , Kavataria , Kabwaku or Yalaka .",Kavataria,LANGUAGE,Kabwaku,GPE,
"The lubalabisa would only be held when there are several small villages , clustered together , as is the case in the village compounds of Sinaketa , Kavataria , Kabwaku or Yalaka .",Kavataria,LANGUAGE,Yalaka,GPE,
"The lubalabisa would only be held when there are several small villages , clustered together , as is the case in the village compounds of Sinaketa , Kavataria , Kabwaku or Yalaka .",Kabwaku,GPE,Yalaka,GPE,
"When a chief or headman , or man of wealth and influence summons chief dependents or chief relatives - in - law to work for chief , the name kabutu is given to the proceedings .",chief,PERSON,chief,PERSON,
"When a chief or headman , or man of wealth and influence summons chief dependents or chief relatives - in - law to work for chief , the name kabutu is given to the proceedings .",chief,PERSON,chief,PERSON,
"When a chief or headman , or man of wealth and influence summons chief dependents or chief relatives - in - law to work for chief , the name kabutu is given to the proceedings .",chief,PERSON,chief,PERSON,
"When a chief or headman , or man of wealth and influence summons chief dependents or chief relatives - in - law to work for chief , the name kabutu is given to the proceedings .",chief,PERSON,chief,PERSON,
"When a chief or headman , or man of wealth and influence summons chief dependents or chief relatives - in - law to work for chief , the name kabutu is given to the proceedings .",chief,PERSON,chief,PERSON,
"When a chief or headman , or man of wealth and influence summons chief dependents or chief relatives - in - law to work for chief , the name kabutu is given to the proceedings .",chief,PERSON,chief,PERSON,
"The same sort of communal labour extending over all stages of gardening , is called kari’ula , and sort may be counted as the fifth form of communal labour in the gardens .",kari’ula,PERSON,,,
"Finally , a special word , tavile’i , is used when payments wish to say that the gardens are done by individual labour , and that everyone works on kari’ula own plot .",kari’ula,PERSON,,,
"It is a rule , however , that the chief ’s plots , especially those of an influential chief of high rank , are always gardened by communal labour , and this latter is also used with regard to certain privileged plots , on which , in a given year , the garden magic is performed first , and with the greatest display .",chief,PERSON,chief,PERSON,
"It is a rule , however , that the chief ’s plots , especially those of an influential chief of high rank , are always gardened by communal labour , and this latter is also used with regard to certain privileged plots , on which , in a given year , the garden magic is performed first , and with the greatest display .",chief,PERSON,a given year,DATE,
